Track Name,Artist Name(s),Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
When I Get Back (feat. G-Eazy),"The Neighbourhood,G-Eazy",0.576,0.632,7,-8.981,0.204,0.187,0.000159,0.529,0.463,158.755
Speak to Me,Pink Floyd,0.592,0.0195,1,-33.35,0.0369,0.361,0.839,0.108,0.0313,119.504
Nothing's Gonna Hurt You Baby,Cigarettes After Sex,0.509,0.331,4,-14.083,0.0267,0.272,0.136,0.114,0.0957,96.848
(She's) Just a Phase,Puma Blue,0.423,0.378,1,-10.488,0.053,0.702,0.000646,0.146,0.0896,143.446
Space Song,Beach House,0.509,0.79,0,-7.105,0.0293,0.218,0.125,0.144,0.625,147.073
L$D,A$AP Rocky,0.598,0.252,2,-15.086,0.0644,0.194,0.133,0.0992,0.0352,120.064
"Fine Whine (feat. Joe Fox, Future & M.I.A.)","A$AP Rocky,Joe Fox,Future,M.I.A.",0.43,0.522,1,-10.372,0.0768,0.117,0.31,0.952,0.087,113.807
Canal St. (feat. Bones),"A$AP Rocky,BONES",0.696,0.583,3,-9.351,0.301,0.308,0,0.0964,0.524,137.079
"Bitch, Don’t Kill My Vibe",Kendrick Lamar,0.587,0.698,1,-8.948,0.0943,0.0152,0,0.442,0.0985,133.954
"New Person, Same Old Mistakes",Tame Impala,0.47,0.809,8,-6.74,0.0495,0.272,0.00671,0.0491,0.49,151.836
The Less I Know The Better,Tame Impala,0.64,0.74,4,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879
Let It Happen,Tame Impala,0.602,0.881,1,-5.875,0.0443,0.00462,0.0266,0.111,0.577,125.012
Freaks,Surf Curse,0.346,0.944,9,-9.874,0.0485,0.0000416,0.565,0.0546,0.403,179.63
NO HALO,BROCKHAMPTON,0.643,0.573,4,-7.034,0.0709,0.41,0.00017,0.0695,0.47,165.192
Apocalypse,Cigarettes After Sex,0.369,0.467,5,-9.018,0.0274,0.0194,0.46,0.109,0.174,94.473
if i could i would feel nothing,blackbear,0.632,0.525,0,-5.791,0.141,0.298,0,0.0799,0.923,119.521
The Question,"Mac Miller,Lil Wayne",0.736,0.583,10,-6.088,0.109,0.0555,0.00367,0.124,0.265,134.99
White (feat. Frank Ocean),"Odd Future,Frank Ocean",0.51,0.0671,3,-12.163,0.0689,0.744,0,0.166,0.197,106.017
"What Is Love? Tell Me, Is It Easy?",Hala,0.801,0.41,7,-12.359,0.0322,0.187,0.0258,0.0993,0.719,125.133
Down the Line,Beach Fossils,0.614,0.743,7,-6.574,0.0401,0.24,0.00368,0.147,0.531,162.228
Moving Out,Vacations,0.469,0.81,2,-9.233,0.0403,0.0000376,0.282,0.293,0.669,129.891
Midnight Blue,Puma Blue,0.681,0.259,10,-9.106,0.0933,0.812,0.0066,0.393,0.333,74.837
Losin Control,Russ,0.759,0.245,6,-6.545,0.138,0.515,0.000154,0.102,0.209,96.992
Flashing Lights,"Kanye West,Dwele",0.639,0.628,6,-7.578,0.0399,0.0381,0,0.386,0.43,90.482
I Wonder,Kanye West,0.542,0.466,0,-8.665,0.0831,0.141,0.000445,0.125,0.124,191.385
Homecoming,"Kanye West,Chris Martin",0.679,0.754,8,-6.965,0.186,0.323,0,0.126,0.905,86.993
Salad Days,Mac DeMarco,0.43,0.771,5,-7.176,0.0375,0.0876,0.0239,0.121,0.772,201.001
Brother,Mac DeMarco,0.569,0.674,3,-5.194,0.0301,0.129,0.0631,0.431,0.513,93.196
Treat Her Better,Mac DeMarco,0.45,0.689,5,-6.194,0.0423,0.383,0.011,0.273,0.344,206.575
Let My Baby Stay,Mac DeMarco,0.785,0.285,4,-14.635,0.0312,0.782,0.548,0.0995,0.634,89.875
Go Easy,Mac DeMarco,0.332,0.785,4,-7.136,0.148,0.285,0.106,0.301,0.534,152.605
Goodbye Weekend,Mac DeMarco,0.559,0.793,2,-4.019,0.0346,0.174,0.021,0.329,0.604,80.081
She's Really All I Need,Mac DeMarco,0.58,0.592,8,-8.942,0.0249,0.625,0.779,0.187,0.569,106.238
Good News,Mac Miller,0.794,0.32,1,-12.92,0.173,0.853,0.134,0.112,0.241,174.088
Woods,Mac Miller,0.779,0.362,0,-10.847,0.0474,0.135,0.206,0.111,0.46,85.011
Agony,Yung Lean,0.578,0.166,4,-17.194,0.0335,0.942,0.0069,0.103,0.318,99.891
The Way Life Goes (feat. Oh Wonder),"Lil Uzi Vert,Oh Wonder",0.703,0.757,1,-3.612,0.05,0.617,0,0.106,0.696,82.008
King,XXXTENTACION,0.421,0.154,0,-12.405,0.0319,0.102,0.00692,0.207,0.0949,99.886
I Don't Wanna Do This Anymore,XXXTENTACION,0.433,0.778,4,-7.681,0.041,0.843,0,0.139,0.764,114.208
Slipknot,"XXXTENTACION,Kin$oul,Killstation",0.448,0.541,4,-11.34,0.397,0.47,0,0.1,0.237,81.92
Loosing Interest,"Timmies,Shiloh Dynasty",0.926,0.199,10,-13.635,0.0916,0.51,0.119,0.224,0.763,113.952
Tell Me Why I'm Waiting,"Timmies,Shiloh Dynasty",0.671,0.275,6,-11.185,0.056,0.796,0.000339,0.0657,0.159,124.007
Home,Vacations,0.643,0.671,9,-5.439,0.0246,0.00578,0.000641,0.107,0.412,89.9
Young,Vacations,0.498,0.81,7,-4.065,0.0263,0.00392,0.00717,0.0635,0.594,79.935
Move Forward,Bedroom,0.659,0.674,4,-6.583,0.0283,0.162,0.726,0.103,0.299,128.008
We All Need Something,"Bedroom,Jade Lawhon",0.55,0.445,11,-8.143,0.0282,0.0166,0.853,0.109,0.227,77.537
Nostalgic Feel,Bedroom,0.572,0.659,4,-9.954,0.0304,0.519,0.431,0.0721,0.69,156.994
55,Mac Miller,0.46,0.546,0,-7.839,0.041,0.506,0.486,0.165,0.237,132.173
Yeah - bonus,Mac Miller,0.511,0.793,8,-5.231,0.072,0.139,0.00000806,0.205,0.146,148.082
Colors and Shapes,Mac Miller,0.645,0.458,7,-8.888,0.0537,0.522,0.0914,0.291,0.397,142.175
ghost boy,Lil Peep,0.662,0.586,5,-6.287,0.0251,0.0325,0.00418,0.153,0.0724,107.993
Nowadays (feat. Landon Cube),"Lil Skies,Landon Cube",0.745,0.646,6,-6.987,0.17,0.157,0,0.338,0.46,79.993
Red Roses (feat. Landon Cube),"Lil Skies,Landon Cube",0.691,0.683,0,-7.335,0.0954,0.547,0,0.221,0.456,140.002
Stressed Out,Twenty One Pilots,0.734,0.637,4,-5.677,0.141,0.0462,0.0000229,0.0602,0.648,169.977
Betrayed,Lil Xan,0.823,0.419,10,-10.358,0.165,0.416,0,0.105,0.277,119.958
Answer,"Tyler, The Creator",0.352,0.838,8,-6.465,0.0496,0.00329,0.00000574,0.115,0.475,72.291
BLEACH,BROCKHAMPTON,0.595,0.657,1,-6.498,0.183,0.462,0.000597,0.437,0.718,156.093
Avril 14th,Aphex Twin,0.558,0.0259,8,-30.016,0.0458,0.996,0.871,0.0969,0.37,157.811
A Little While,Yellow Days,0.577,0.604,3,-7.84,0.0332,0.182,0.00211,0.205,0.351,99.997
NEVER,XXXTENTACION,0.343,0.12,1,-19.247,0.0361,0.412,0.0252,0.109,0.0373,105.109
WingRiddenAngel,XXXTENTACION,0.247,0.499,7,-7.873,0.0406,0.027,0,0.462,0.16,148.901
KILL ME (Pain From The Jail Phone),XXXTENTACION,0.282,0.463,9,-9.669,0.0324,0.0767,0.82,0.153,0.106,100.006
Diamonds,Chris Travis,0.587,0.295,11,-14.542,0.0463,0.15,0,0.142,0.128,122.064
Where My Money,Chris Travis,0.815,0.45,2,-12.528,0.297,0.215,0.000239,0.104,0.181,124.981
I. Flight of the Navigator,Childish Gambino,0.304,0.668,1,-10.739,0.0439,0.0539,0.141,0.128,0.166,79.319
All Girls Are The Same,Juice WRLD,0.671,0.529,0,-7.226,0.307,0.0769,0.000335,0.0856,0.203,161.989
Lucid Dreams,Juice WRLD,0.511,0.566,6,-7.23,0.2,0.349,0,0.34,0.218,83.903
End Of The Road,Juice WRLD,0.373,0.717,1,-5.833,0.083,0.0568,0,0.114,0.293,109.977
Macintosh Plus 2k18,Yung Frown,0.56,0.815,8,-4.308,0.0788,0.118,0.000161,0.138,0.652,91.494
Desire,18 Carat Affair,0.602,0.874,7,-7.709,0.0617,0.0416,0.865,0.111,0.85,99.164
Pretty Girls I Don't Know Anymore,18 Carat Affair,0.552,0.555,6,-8.92,0.206,0.459,0.805,0.157,0.757,84.654
Saturday Nite,18 Carat Affair,0.784,0.523,8,-11.835,0.167,0.0541,0.792,0.118,0.394,109.965
Sun Burn,Dirty Art Club,0.585,0.717,6,-6.171,0.0311,0.224,0.741,0.133,0.754,83.989
Seeds,"Time,Mick Jenkins,Psalm One",0.719,0.794,8,-5.626,0.249,0.0393,0,0.109,0.302,119.998
I'm Still Here - U.S. Political Prisoner Never Forgotten version,"scott crow,Time,Televangel,Dissonance,David M. Williams",0.364,0.436,7,-18.522,0.135,0.706,0.189,0.102,0.391,84.965
My Heart,Edan JL,0.563,0.254,2,-13.891,0.0303,0.175,0.0107,0.0794,0.0737,110.966
ATMOSPHERE,Kiaatti,0.514,0.701,11,-5.672,0.0325,0.0184,0,0.346,0.354,140.961
Painbox,High.,0.234,0.911,4,-6.463,0.0864,0.00322,0.708,0.161,0.458,152.447
Outside In,"HZR,GLOWING GHOST",0.597,0.653,5,-8.462,0.0765,0.357,0.0679,0.104,0.416,85.298
Elegy,Mica Eternal,0.602,0.83,9,-5.972,0.0339,0.0000811,0.55,0.225,0.526,137.027
Psychosis Experiences 1994,Hikari,0.712,0.352,1,-13.807,0.0377,0.205,0.0418,0.0934,0.172,125.538
Maria,Cargo Grey,0.472,0.577,11,-8.268,0.0289,0.00324,0.0234,0.156,0.117,141.978
SHAKE IT UP!,GLOWING GHOST,0.776,0.907,5,-8.758,0.0567,0.136,0.81,0.118,0.506,125.063
at my worst,GIANNI TAYLOR,0.596,0.728,7,-6.884,0.197,0.242,0,0.697,0.337,77.508
Out There,"GIANNI TAYLOR,Somers",0.549,0.316,7,-13.163,0.0327,0.665,0,0.276,0.256,122.999
The Girl In The Attic,Jupiterkami,0.555,0.599,8,-8.183,0.027,0.00377,0.0968,0.16,0.147,149.079
many ways.,OPLIAM,0.577,0.49,0,-14.495,0.0362,0.629,0.608,0.0737,0.52,141.814
Not a nightmare?,AttaBoyAj,0.67,0.36,8,-10.054,0.339,0.188,0,0.0901,0.365,159.973
Body Dweller,Backseat Vinyl,0.74,0.531,4,-11.263,0.0314,0.00615,0.0748,0.102,0.433,123.004
Self Pity,Zen Masuta,0.74,0.637,7,-7.721,0.271,0.78,0.0000367,0.249,0.746,78.955
Ryan's Song,Branton,0.403,0.168,0,-17.128,0.0279,0.869,0.0166,0.0646,0.0743,89.601
